ranking_date,rank,player,points,date,path
20011231,1,103720,4365.0,2001-12-31,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> San Jose, San Jose -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> s Hertogenbosch, s Hertogenbosch -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Tokyo, Tokyo -> Stuttgart, Stuttgart -> Paris, Paris -> Masters Cup"
20011231,2,102856,3855.0,2001-12-31,"Melbourne -> Buenos Aires, Buenos Aires -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Costa Do Sauipe, Costa Do Sauipe -> Lyon, Lyon -> Basel, Basel -> Paris, Paris -> Masters Cup"
20011231,3,101736,3520.0,2001-12-31,"Melbourne -> San Jose, San Jose -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Atlanta, Atlanta -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> New York, New York -> Shanghai, Shanghai -> Stuttgart, Stuttgart -> Masters Cup"
20011231,4,102338,3090.0,2001-12-31,"Doha -> Melbourne, Melbourne -> Milan, Milan -> Marseille, Marseille -> Rotterdam, Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Stuttgart, Stuttgart -> Kitzbuhel, Kitzbuhel -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Tashkent, Tashkent -> Moscow, Moscow -> Vienna, Vienna -> St. Petersburg, St. Petersburg -> Paris, Paris -> Masters Cup"
20011231,5,103507,3040.0,2001-12-31,"Melbourne -> Rotterdam, Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> London, London -> Gstaad, Gstaad -> Kitzbuhel, Kitzbuhel -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Hong Kong, Hong Kong -> Lyon, Lyon -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris, Paris -> Masters Cup"
20011231,6,103206,2790.0,2001-12-31,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Gstaad, Gstaad -> Amsterdam, Amsterdam -> New York, New York -> Hong Kong, Hong Kong -> Lyon, Lyon -> Stuttgart, Stuttgart -> Stockholm, Stockholm -> Paris, Paris -> Masters Cup"
20011231,7,102158,2785.0,2001-12-31,"Melbourne -> Dubai, Dubai -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Masters Cup"
20011231,8,103163,2285.0,2001-12-31,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> Memphis, Memphis -> San Jose, San Jose -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Mallorca, Mallorca -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Moscow, Moscow -> Vienna, Vienna -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris"
20011231,9,102450,2100.0,2001-12-31,"Adelaide -> Melbourne, Melbourne -> Copenhagen, Copenhagen -> Rotterdam, Rotterdam -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Vienna, Vienna -> Stuttgart, Stuttgart -> Basel, Basel -> Paris"
20011231,10,101948,1940.0,2001-12-31,"Melbourne -> Memphis, Memphis -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Los Angeles, Los Angeles -> Cincinnati, Cincinnati -> Long Island, Long Island -> New York, New York -> Stuttgart, Stuttgart -> Adelaide"
20011231,11,103498,1920.0,2001-12-31,"Melbourne -> Milan, Milan -> Rotterdam, Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Gstaad, Gstaad -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Tashkent, Tashkent -> Hong Kong, Hong Kong -> Moscow, Moscow -> Lyon, Lyon -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris"
20011231,12,101964,1761.0,2001-12-31,"Doha -> Milan, Milan -> Marseille, Marseille -> Memphis, Memphis -> San Jose, San Jose -> Indian Wells, Indian Wells -> Miami, Miami -> Barcelona, Barcelona -> Munich, Munich -> Queen's Club, Queen's Club -> s Hertogenbosch, s Hertogenbosch -> London, London -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Vienna, Vienna -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris, Paris -> Masters Cup"
20011231,13,103819,1745.0,2001-12-31,"Sydney -> Melbourne, Melbourne -> Milan, Milan -> Marseille, Marseille -> Rotterdam, Rotterdam -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Gstaad, Gstaad -> New York, New York -> Moscow, Moscow -> Vienna, Vienna -> Stuttgart, Stuttgart -> Basel, Basel -> Paris"
20011231,14,104053,1573.0,2001-12-31,"Memphis -> San Jose, San Jose -> Delray Beach, Delray Beach -> Miami, Miami -> Atlanta, Atlanta -> Houston, Houston -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> New York, New York -> Hong Kong, Hong Kong -> Stuttgart, Stuttgart -> Basel, Basel -> Paris"
20011231,15,103084,1572.0,2001-12-31,"Melbourne -> Buenos Aires, Buenos Aires -> Acapulco, Acapulco -> Scottsdale, Scottsdale -> Casablanca, Casablanca -> Barcelona, Barcelona -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> London, London -> Stuttgart, Stuttgart -> Kitzbuhel, Kitzbuhel -> Cincinnati, Cincinnati -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Costa Do Sauipe, Costa Do Sauipe -> Moscow, Moscow -> Vienna, Vienna -> Stockholm, Stockholm -> Paris, Paris -> Chennai"
20011231,16,102374,1525.0,2001-12-31,"Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> Gstaad, Gstaad -> Amsterdam, Amsterdam -> Kitzbuhel, Kitzbuhel -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Palermo, Palermo -> Vienna, Vienna -> Stuttgart, Stuttgart -> Basel, Basel -> Paris"
