player,co2,km,tournaments,rank,name,ioc,flag,matches
104925,11.083551828618967,38889.655539013926,12.0,1,Novak Djokovic,SRB,🇷🇸,63
207989,17.075465016066037,59913.9123370738,17.0,2,Carlos Alcaraz,ESP,🇪🇸,77
106421,24.33559096311667,85388.03846707605,22.0,3,Daniil Medvedev,RUS,🇷🇺,85
206173,22.031784075615167,77304.5055284743,22.0,4,Jannik Sinner,ITA,🇮🇹,84
126094,25.205950302615157,88441.930886369,25.0,5,Andrey Rublev,RUS,🇷🇺,81
126774,29.17411862043533,102365.32849275557,24.0,6,Stefanos Tsitsipas,GRE,,74
100644,31.155704840821343,109318.26259937316,27.0,7,Alexander Zverev,GER,🇩🇪,82
208029,22.958381850995956,80555.7257929683,23.0,8,Holger Rune,DEN,🇩🇰,70
128034,30.49244115337242,106991.02159078042,24.0,9,Hubert Hurkacz,POL,🇵🇱,68
126203,26.62444151238506,93419.09302591252,26.0,10,Taylor Fritz,USA,🇺🇸,77
134770,24.106639536418054,84584.70012778266,24.0,11,Casper Ruud,NOR,🇳🇴,59
200282,30.027445568610247,105359.45813547456,25.0,12,Alex De Minaur,AUS,🇦🇺,74
126205,22.770238809667443,79895.57477076298,25.0,13,Tommy Paul,USA,🇺🇸,68
105777,26.550854237745167,93160.89206226377,22.0,14,Grigor Dimitrov,BUL,,64
111575,21.758169252300693,76344.45351684454,19.0,15,Karen Khachanov,RUS,🇷🇺,52
126207,25.856594712459056,90724.89372792652,22.0,16,Frances Tiafoe,USA,🇺🇸,60
210097,22.97776709081763,80623.74417830748,25.0,17,Ben Shelton,USA,🇺🇸,49
111815,28.946984031204227,101568.36502176923,24.0,18,Cameron Norrie,GBR,🇬🇧,61
111797,21.0607360420221,73897.3194456916,21.0,19,Nicolas Jarry,CHI,🇨🇱,59
200005,24.000721843090407,84213.05909856287,24.0,20,Ugo Humbert,FRA,🇫🇷,57
202103,30.518870991132577,107083.75786362308,26.0,21,Francisco Cerundolo,ARG,🇦🇷,64
105173,29.34721741390813,102972.69268037942,27.0,22,Adrian Mannarino,FRA,🇫🇷,67
134868,29.35668997768143,103005.92974625064,25.0,23,Tallon Griekspoor,NED,🇳🇱,62
200624,19.468263004899875,68309.69475403466,17.0,24,Sebastian Korda,USA,🇺🇸,43
105526,16.970754776013855,59546.50798601354,17.0,25,Jan Lennard Struff,GER,🇩🇪,37
200221,25.43168243817947,89233.9734672964,25.0,26,Alejandro Davidovich Fokina,ESP,🇪🇸,59
207518,29.344194667940005,102962.08655417548,27.0,27,Lorenzo Musetti,ITA,🇮🇹,62
202104,33.23323071173062,116607.82705870394,29.0,28,Sebastian Baez,ARG,🇦🇷,57
200000,24.917674304674673,87430.43615675325,21.0,29,Felix Auger Aliassime,CAN,🇨🇦,42
144869,27.903260226405997,97906.17623300353,27.0,30,Tomas Martin Etcheverry,ARG,🇦🇷,57
208103,28.76130775358652,100916.8693108299,25.0,31,Jiri Lehecka,CZE,🇨🇿,61
122330,29.323700037017428,102890.1755684822,27.0,32,Alexander Bublik,KAZ,🇰🇿,52
111513,26.810568408072555,94072.16985288616,25.0,33,Laslo Djere,SRB,🇷🇸,62
111153,20.54743375327017,72096.2587834041,21.0,34,Christopher Eubanks,USA,🇺🇸,41
106234,22.882252446207502,80288.60507441229,19.0,35,Aslan Karatsev,RUS,🇷🇺,41
209950,10.533615711562575,36960.055128289736,17.0,36,Arthur Fils,FRA,🇫🇷,42
106432,25.794962470202815,90508.64024632564,19.0,37,Borna Coric,CRO,🇭🇷,41
105554,24.15026822199936,84737.7832350855,25.0,38,Daniel Evans,GBR,🇬🇧,44
126128,22.673390535226986,79555.75626395435,19.0,39,Roman Safiullin,RUS,🇷🇺,39
200615,23.889380395380375,83822.38735221185,23.0,40,Alexei Popyrin,AUS,🇦🇺,47
111456,22.50424177943363,78962.2518576619,27.0,41,Mackenzie Mcdonald,USA,🇺🇸,61
104918,22.207439317412227,77920.83971021835,18.0,42,Andy Murray,GBR,🇬🇧,34
124116,13.90859420890818,48802.08494353747,13.0,43,Sebastian Ofner,AUT,🇦🇹,27
208286,12.402594513812584,43517.8754870617,14.0,44,Matteo Arnaldi,ITA,🇮🇹,35
126845,21.879791309263336,76771.19757636258,19.0,45,Max Purcell,AUS,🇦🇺,30
132283,25.620616893648016,89896.90138122116,28.0,46,Lorenzo Sonego,ITA,🇮🇹,58
106415,22.375219611408575,78509.54249617046,21.0,47,Yoshihito Nishioka,JPN,🇯🇵,41
207686,13.453192812096727,47204.18530560254,17.0,48,Alexander Shevchenko,RUS,🇷🇺,33
104527,27.30224039422236,95797.3347165697,21.0,49,Stan Wawrinka,SUI,🇨🇭,50
