player,co2,km,tournaments,rank,name,ioc,flag,matches
104925,23.369383795565557,81997.83787917742,16.0,1,Novak Djokovic,SRB,🇷🇸,89
104918,24.691683548814087,86637.48613618978,18.0,2,Andy Murray,GBR,🇬🇧,86
103819,21.030175985884068,73790.09117854059,17.0,3,Roger Federer,SUI,🇨🇭,74
104527,25.452261571185808,89306.18095152917,22.0,4,Stan Wawrinka,SUI,🇨🇭,74
104745,24.47840605169535,85889.14404103634,23.0,5,Rafael Nadal,ESP,🇪🇸,81
104607,28.680924839496644,100634.82399823384,22.0,6,Tomas Berdych,CZE,🇨🇿,79
103970,24.687432684575164,86622.57082307075,19.0,7,David Ferrer,ESP,🇪🇸,71
105453,20.417478940297993,71640.27698350174,19.0,8,Kei Nishikori,JPN,🇯🇵,72
104755,25.73285766646248,90290.72865425434,19.0,9,Richard Gasquet,FRA,🇫🇷,60
104542,13.280336448548823,46597.67174929412,16.0,10,Jo-Wilfried Tsonga,FRA,🇫🇷,48
104545,21.429489461319108,75191.19109234774,24.0,11,John Isner,USA,🇺🇸,70
104731,22.498571364663984,78942.35566548766,25.0,12,Kevin Anderson,RSA,🇿🇦,70
105227,15.598210967009711,54730.56479652531,20.0,13,Marin Cilic,CRO,🇭🇷,54
105683,19.092533035101876,66991.34398281363,16.0,14,Milos Raonic,CAN,🇨🇦,49
104468,23.761668202176978,83374.27439360342,23.0,15,Gilles Simon,FRA,🇫🇷,67
105676,26.62420109965488,93418.24947247328,24.0,16,David Goffin,BEL,🇧🇪,64
103852,33.56216410290321,117761.97930843236,26.0,17,Feliciano Lopez,ESP,🇪🇸,58
106071,24.20459658976488,84928.4090868943,28.0,18,Bernard Tomic,AUS,🇦🇺,68
105332,12.01191255548393,42147.061598189226,18.0,19,Benoit Paire,FRA,🇫🇷,42
106233,26.16186477596078,91796.01675775716,29.0,20,Dominic Thiem,AUT,🇦🇹,64
104926,22.800199184479133,80000.69889290923,25.0,21,Fabio Fognini,ITA,🇮🇹,58
104678,26.476402829333267,92899.6590502922,28.0,22,Viktor Troicki,SRB,🇷🇸,63
103333,31.562819298673563,110746.73438131071,26.0,23,Ivo Karlovic,CRO,🇭🇷,63
104792,17.372571335322625,60956.39065025481,18.0,24,Gael Monfils,FRA,🇫🇷,52
105138,31.50974273597335,110560.50082797663,29.0,25,Roberto Bautista Agut,ESP,🇪🇸,71
106058,14.991291738690528,52601.02364452817,19.0,26,Jack Sock,USA,🇺🇸,53
104198,30.99779420229477,108764.19018349044,27.0,27,Guillermo Garcia Lopez,ESP,🇪🇸,57
105777,26.591850286769365,93304.73784831358,22.0,28,Grigor Dimitrov,BUL,,55
104312,27.388346189368978,96099.46031357536,24.0,29,Andreas Seppi,ITA,🇮🇹,52
106401,20.175957925676293,70792.83482693438,18.0,30,Nick Kyrgios,AUS,🇦🇺,44
104871,29.08705648088447,102059.847301349,27.0,31,Jeremy Chardy,FRA,🇫🇷,54
105449,23.73677479270764,83286.92909721979,27.0,32,Steve Johnson,USA,🇺🇸,65
105311,29.37732500429449,103078.33334840172,31.0,33,Joao Sousa,POR,🇵🇹,69
104259,22.31872421660252,78311.31304071064,23.0,34,Philipp Kohlschreiber,GER,🇩🇪,56
104919,23.51007519957668,82491.49192833924,23.0,35,Leonardo Mayer,ARG,🇦🇷,51
105238,21.325353932771247,74825.80327288159,26.0,36,Alexandr Dolgopolov,UKR,🇺🇦,52
