player,co2,km,tournaments,rank,name,ioc,flag,matches
103720,19.751465727189505,69303.38851645439,20.0,1,Lleyton Hewitt,AUS,🇦🇺,78
101736,14.312394209068689,50218.92704936381,16.0,2,Andre Agassi,USA,🇺🇸,66
103498,26.36275138951156,92500.8820684616,23.0,3,Marat Safin,RUS,🇷🇺,82
103507,24.196685771390054,84900.65182943881,25.0,4,Juan Carlos Ferrero,ESP,🇪🇸,73
102845,23.543413356952865,82608.46791913286,25.0,5,Carlos Moya,ESP,🇪🇸,80
103819,28.09446994306384,98577.08751952226,26.0,6,Roger Federer,SUI,🇨🇭,81
102562,25.30457437901497,88787.98027724552,25.0,7,Jiri Novak,CZE,🇨🇿,80
102450,19.391037337270426,68038.72749919446,19.0,8,Tim Henman,GBR,🇬🇧,70
102610,24.56653158911483,86198.3564530345,24.0,9,Albert Costa,ESP,🇪🇸,57
104053,21.26722571058001,74621.84459852632,22.0,10,Andy Roddick,USA,🇺🇸,78
103163,24.34682365544769,85427.45142262343,23.0,11,Tommy Haas,GER,🇩🇪,67
103900,18.83912491057883,66102.19266869768,25.0,12,David Nalbandian,ARG,🇦🇷,60
101948,11.858908609151529,41610.20564614571,15.0,13,Pete Sampras,USA,🇺🇸,44
102563,24.810376878492995,87053.95395962453,23.0,14,Thomas Johansson,SWE,🇸🇪,53
103084,19.77444911075171,69384.03196754986,25.0,15,Guillermo Canas,ARG,🇦🇷,68
103387,27.867706413495977,97781.42601226656,25.0,16,Paradorn Srichaphan,THA,🇹🇭,75
103206,22.953875443014283,80539.91383513782,21.0,17,Sebastien Grosjean,FRA,🇫🇷,65
103602,17.32355281108605,60784.39582837211,23.0,18,Fernando Gonzalez,CHI,🇨🇱,62
102374,18.70791265037384,65641.79877324155,20.0,19,Alex Corretja,ESP,🇪🇸,58
102854,27.30529548736429,95808.05434162907,27.0,20,Sjeng Schalken,NED,🇳🇱,66
103292,17.19010206765079,60316.147605792255,19.0,21,Gaston Gaudio,ARG,🇦🇷,61
101962,24.876571196144745,87286.21472331489,28.0,22,Younes El Aynaoui,MAR,🇲🇦,71
103428,25.940910980505596,91020.7402824758,28.0,23,Juan Ignacio Chela,ARG,🇦🇷,76
102701,18.05696676433479,63357.77812047292,18.0,24,Marcelo Rios,CHI,🇨🇱,53
103598,17.664573259831645,61980.95880642682,23.0,25,Xavier Malisse,BEL,🇧🇪,55
102318,25.19134689808855,88390.69087048616,26.0,26,Andrei Pavel,ROU,🇷🇴,70
102338,25.774715272956584,90437.59744897048,26.0,27,Yevgeny Kafelnikov,RUS,🇷🇺,68
103484,25.13138676799031,88180.30444908883,24.0,28,James Blake,USA,🇺🇸,61
102839,22.98645554072373,80654.2299674517,28.0,29,Nicolas Lapentti,ECU,🇪🇨,61
103990,25.567912268870376,89711.9728732294,25.0,30,Tommy Robredo,ESP,🇪🇸,59
102257,15.709025658461938,55119.38827530505,17.0,31,Greg Rusedski,GBR,🇬🇧,51
104022,20.33879654128277,71364.19839046587,23.0,32,Mikhail Youzhny,RUS,🇷🇺,55
102783,30.686544977901377,107672.0876417592,29.0,33,Rainer Schuettler,GER,🇩🇪,71
102765,14.845969551657737,52091.12123388679,18.0,34,Nicolas Escude,FRA,🇫🇷,48
102148,23.275305723833444,81667.73938187172,26.0,35,Fabrice Santoro,FRA,🇫🇷,53
103908,12.48627892017686,43811.50498307669,15.0,36,Paul Henri Mathieu,FRA,🇫🇷,39
102856,16.658923028018776,58452.361501820254,15.0,37,Gustavo Kuerten,BRA,🇧🇷,39
103096,20.378166428605606,71502.33834598458,24.0,38,Arnaud Clement,FRA,🇫🇷,59
101965,18.2155069125675,63914.0593423421,18.0,39,Wayne Ferreira,RSA,🇿🇦,42
103813,18.680284214566026,65544.85689321412,25.0,40,Jarkko Nieminen,FIN,🇫🇮,54
104076,14.979845102009929,52560.86000705239,19.0,41,Jose Acasuso,ARG,🇦🇷,42
102998,33.550218038445884,117720.06329279258,27.0,42,Jan Michael Gambill,USA,🇺🇸,54
103018,29.031933323928744,101866.4327155394,27.0,43,Max Mirnyi,BLR,🇧🇾,54
102358,21.059179943076224,73891.85944939025,19.0,44,Thomas Enqvist,SWE,🇸🇪,46
103909,15.821158761355052,55512.83775914052,16.0,45,Guillermo Coria,ARG,🇦🇷,38
102106,21.7316859439077,76251.52962774633,23.0,46,Davide Sanguinetti,ITA,🇮🇹,46
101774,14.373643279845046,50433.83606963173,15.0,47,Todd Martin,USA,🇺🇸,40
102035,19.86770178001973,69711.23431585867,22.0,48,Jonas Bjorkman,SWE,🇸🇪,44
103344,29.578334356928696,103783.62932255682,27.0,49,Ivan Ljubicic,CRO,🇭🇷,58
102860,22.562005153274967,79164.93036236831,23.0,50,Agustin Calleri,ARG,🇦🇷,48
103103,30.172302982590587,105867.72976347576,27.0,51,Dominik Hrbaty,SVK,🇸🇰,52
101885,31.60568535840087,110897.14160842408,23.0,52,Wayne Arthurs,AUS,🇦🇺,49
103151,26.71005240441966,93719.48212077076,29.0,53,Mariano Zabaleta,ARG,🇦🇷,48
102905,30.508583785730757,107047.66240607282,31.0,54,Stefan Koubek,AUT,🇦🇹,52
102456,19.52469719749512,68507.70946489516,25.0,55,Felix Mantilla,ESP,🇪🇸,51
103454,22.534551901668,79068.6031637474,19.0,56,Nicolas Massu,CHI,🇨🇱,48
103758,20.69549628507909,72615.77643887403,18.0,57,Taylor Dent,USA,🇺🇸,37
102950,20.999813238938128,73683.55522434428,28.0,58,Fernando Vicente,ESP,🇪🇸,51
