player,co2,km,tournaments,name,ioc,flag
103819,18.741191105483875,65758.56528239956,16.0,Roger Federer,SUI,🇨🇭
104745,22.30123133895544,78249.93452265066,20.0,Rafael Nadal,ESP,🇪🇸
104925,24.5067451353037,85988.57942211822,22.0,Novak Djokovic,SRB,🇷🇸
103786,31.74475342639387,111385.09974173285,30.0,Nikolay Davydenko,RUS,🇷🇺
103970,28.48609289301604,99951.2031333896,26.0,David Ferrer,ESP,🇪🇸
104053,17.847194963541163,62621.73671417951,17.0,Andy Roddick,USA,🇺🇸
103602,24.23799886724664,85045.6100605145,22.0,Fernando Gonzalez,CHI,🇨🇱
104755,28.13976175729119,98736.006165934,24.0,Richard Gasquet,FRA,🇫🇷
103900,20.07966910203812,70454.9793053969,18.0,David Nalbandian,ARG,🇦🇷
103990,27.242853806182783,95588.96072344836,28.0,Tommy Robredo,ESP,🇪🇸
104918,20.03995491168237,70315.63126906092,16.0,Andy Murray,GBR,🇬🇧
103163,29.2531917797447,102642.77817454284,18.0,Tommy Haas,GER,🇩🇪
103484,19.50136312810506,68425.83553721073,24.0,James Blake,USA,🇺🇸
104607,27.88400359330847,97838.609099328,23.0,Tomas Berdych,CZE,🇨🇿
103084,16.943252611071888,59450.00916165575,22.0,Guillermo Canas,ARG,🇦🇷
104571,29.730426750513217,104317.28684390604,24.0,Marcos Baghdatis,CYP,🇨🇾
102845,27.37472341068137,96051.66109011006,24.0,Carlos Moya,ESP,🇪🇸
103344,25.230150857347763,88526.8451135009,24.0,Ivan Ljubicic,CRO,🇭🇷
104022,29.023752885698514,101837.72942350357,26.0,Mikhail Youzhny,RUS,🇷🇺
103428,19.372422453684045,67973.41211818965,25.0,Juan Ignacio Chela,ARG,🇦🇷
103720,20.103317586643374,70537.9564443627,16.0,Lleyton Hewitt,AUS,🇦🇺
103333,29.93694369775437,105041.90771141888,25.0,Ivo Karlovic,CRO,🇭🇷
104338,19.3289477081742,67820.86915148843,22.0,Juan Monaco,ARG,🇦🇷
103507,19.18348178361576,67310.46239865178,23.0,Juan Carlos Ferrero,ESP,🇪🇸
