player,co2,km,tournaments,rank,name,ioc,flag,matches
104745,18.69133776275175,65583.64127281315,18.0,1,Rafael Nadal,ESP,🇪🇸,83
104925,20.49751968627423,71921.1217062254,16.0,2,Novak Djokovic,SRB,🇷🇸,83
103970,24.852874495277195,87203.06840448138,24.0,3,David Ferrer,ESP,🇪🇸,87
104918,14.134056820033765,49593.18182467987,12.0,4,Andy Murray,GBR,🇬🇧,51
105223,24.387545041183703,85570.33347783757,19.0,5,Juan Martin del Potro,ARG,🇦🇷,68
103819,27.45983543021083,96350.29975512574,18.0,6,Roger Federer,SUI,🇨🇭,62
104607,28.42616637039877,99740.93463297815,23.0,7,Tomas Berdych,CZE,🇨🇿,80
104527,25.00605334529748,87740.53805367537,23.0,8,Stan Wawrinka,SUI,🇨🇭,75
104755,26.94832338639711,94555.52065402498,24.0,9,Richard Gasquet,FRA,🇫🇷,73
104542,20.961159289684584,73547.92733222661,17.0,10,Jo-Wilfried Tsonga,FRA,🇫🇷,55
105683,22.97040080551967,80597.89756322691,22.0,11,Milos Raonic,CAN,🇨🇦,68
103163,23.104999366041653,81070.17321418125,26.0,12,Tommy Haas,GER,🇩🇪,71
104597,24.786599909933692,86970.52599976734,23.0,13,Nicolas Almagro,ESP,🇪🇸,65
104545,21.638201967368484,75923.51567497713,24.0,14,John Isner,USA,🇺🇸,63
104022,31.341642881226335,109970.67677623277,26.0,15,Mikhail Youzhny,RUS,🇷🇺,63
104926,25.07754645178215,87991.39105888474,28.0,16,Fabio Fognini,ITA,🇮🇹,69
105453,24.934977560339114,87491.14933452322,20.0,17,Kei Nishikori,JPN,🇯🇵,55
103990,19.581248104594486,68706.13370033153,21.0,18,Tommy Robredo,ESP,🇪🇸,56
104468,31.183120610960103,109414.45828407054,23.0,19,Gilles Simon,FRA,🇫🇷,60
104731,22.76813819340884,79888.20418739945,23.0,20,Kevin Anderson,RSA,🇿🇦,60
105668,19.11209936182875,67059.99776080262,20.0,21,Jerzy Janowicz,POL,🇵🇱,47
104259,21.527446943159187,75534.9015549445,25.0,22,Philipp Kohlschreiber,GER,🇩🇪,60
105777,27.27346481123403,95696.36775871592,24.0,23,Grigor Dimitrov,BUL,,60
105208,15.496545715410788,54373.84461547644,21.0,24,Ernests Gulbis,LAT,,55
104312,26.470190668329064,92877.86199413709,27.0,25,Andreas Seppi,ITA,🇮🇹,59
105332,27.903536464504025,97907.14548948778,30.0,26,Benoit Paire,FRA,🇫🇷,62
103781,23.980560375617863,84142.31710743112,23.0,27,Jurgen Melzer,AUT,🇦🇹,52
103852,26.885809713160565,94336.17443214232,21.0,28,Feliciano Lopez,ESP,🇪🇸,50
104098,26.573585143140537,93240.64962505452,22.0,29,Dmitry Tursunov,RUS,🇷🇺,53
104269,20.60666230443274,72304.07826116748,25.0,30,Fernando Verdasco,ESP,🇪🇸,53
104792,23.14030266080347,81194.04442387183,22.0,31,Gael Monfils,FRA,🇫🇷,55
105577,19.47206198924296,68323.02452365951,16.0,32,Vasek Pospisil,CAN,🇨🇦,35
104471,24.265890935881497,85143.4769680053,24.0,33,Ivan Dodig,CRO,🇭🇷,60
104871,29.232642296947787,102570.6747261326,25.0,34,Jeremy Chardy,FRA,🇫🇷,47
103898,30.47607596661278,106933.59988285183,25.0,35,Julien Benneteau,FRA,🇫🇷,52
104386,30.654505234236662,107559.6674885497,23.0,36,Janko Tipsarevic,SRB,🇷🇸,44
105227,17.329407866215067,60804.93988145637,14.0,37,Marin Cilic,CRO,🇭🇷,39
104719,27.64345908634401,96994.59328541756,25.0,38,Marcel Granollers,ESP,🇪🇸,51
103813,30.74115611623492,107863.70567099973,27.0,39,Jarkko Nieminen,FIN,🇫🇮,59
104252,25.31408855758129,88821.36335993434,25.0,40,Florian Mayer,GER,🇩🇪,55
104122,25.49634342485589,89460.85412230137,25.0,41,Carlos Berlocq,ARG,🇦🇷,54
104338,19.862111782782463,69691.62029046478,22.0,42,Juan Monaco,ARG,🇦🇷,48
104898,28.97318389838119,101660.29438028487,26.0,43,Robin Haase,NED,🇳🇱,56
103285,12.393783120249314,43486.95831666426,16.0,44,Radek Stepanek,CZE,🇨🇿,33
104797,28.19716496557823,98937.42093185344,29.0,45,Denis Istomin,UZB,🇺🇿,62
