player,co2,km,tournaments,rank,name,ioc,flag,matches
104918,19.776305518301868,69390.54567825217,17.0,1,Andy Murray,GBR,🇬🇧,89
104925,28.08171770270094,98532.34281649457,16.0,2,Novak Djokovic,SRB,🇷🇸,75
105683,18.30953645304612,64243.98755454778,19.0,3,Milos Raonic,CAN,🇨🇦,71
104527,26.699512172931,93682.49885238949,21.0,4,Stan Wawrinka,SUI,🇨🇭,64
105453,23.994839757887284,84192.4202031133,20.0,5,Kei Nishikori,JPN,🇯🇵,80
105227,26.771720037322694,93935.85978007964,22.0,6,Marin Cilic,CRO,🇭🇷,73
104792,26.45097323134494,92810.43239068404,18.0,7,Gael Monfils,FRA,🇫🇷,62
106233,22.540171556766342,79088.32125181174,27.0,8,Dominic Thiem,AUT,🇦🇹,84
104745,23.009237993749032,80734.16839911941,16.0,9,Rafael Nadal,ESP,🇪🇸,55
104607,28.953714415774996,101591.98040622805,20.0,10,Tomas Berdych,CZE,🇨🇿,60
105676,29.196658318672156,102444.41515323566,25.0,11,David Goffin,BEL,🇧🇪,74
104542,22.725600156833774,79738.94791871501,16.0,12,Jo-Wilfried Tsonga,FRA,🇫🇷,54
106401,22.145220482487133,77702.52800872676,18.0,13,Nick Kyrgios,AUS,🇦🇺,55
105138,31.09535145141429,109106.49632075192,25.0,14,Roberto Bautista Agut,ESP,🇪🇸,74
106298,25.788977957457636,90487.64195599173,22.0,15,Lucas Pouille,FRA,🇫🇷,57
103819,5.7739360671212845,20259.42479691679,7.0,16,Roger Federer,SUI,🇨🇭,28
105777,27.156186604445946,95284.86527875772,26.0,17,Grigor Dimitrov,BUL,,66
104755,16.956272566025618,59495.69321412497,19.0,18,Richard Gasquet,FRA,🇫🇷,53
104545,22.131526805074564,77654.48001780549,20.0,19,John Isner,USA,🇺🇸,54
103333,22.590371138858128,79264.46013634432,24.0,20,Ivo Karlovic,CRO,🇭🇷,56
103970,27.126475883999007,95180.61713683864,23.0,21,David Ferrer,ESP,🇪🇸,59
104655,23.82649805328552,83601.7475553878,25.0,22,Pablo Cuevas,URU,,57
106058,26.064974681594872,91456.051514368,19.0,23,Jack Sock,USA,🇺🇸,58
100644,23.035055641259625,80824.75663599871,23.0,24,Alexander Zverev,GER,🇩🇪,68
104468,26.768252130662223,93923.69168653412,26.0,25,Gilles Simon,FRA,🇫🇷,59
106071,21.104502176805862,74050.88483089778,23.0,26,Bernard Tomic,AUS,🇦🇺,54
