player,co2,km,tournaments,rank,name,ioc,flag,matches
104745,19.2357332466397,67493.80086540247,19.0,1,Rafael Nadal,ESP,🇪🇸,81
103819,20.582052391374745,72217.72768903419,13.0,2,Roger Federer,SUI,🇨🇭,60
105777,22.9451711528336,80509.37246608283,23.0,3,Grigor Dimitrov,BUL,,68
100644,26.095898406844587,91564.5558134898,26.0,4,Alexander Zverev,GER,🇩🇪,79
106233,29.17690348172678,102375.09993588342,28.0,5,Dominic Thiem,AUT,🇦🇹,75
105227,26.106171904878448,91600.60317501207,22.0,6,Marin Cilic,CRO,🇭🇷,68
105676,28.328606093516953,99398.61787198932,25.0,7,David Goffin,BEL,🇧🇪,83
106058,22.6284818104051,79398.1817908951,23.0,8,Jack Sock,USA,🇺🇸,61
104527,12.178368649922325,42731.1180699029,12.0,9,Stan Wawrinka,SUI,🇨🇭,37
105807,20.98730967597344,73639.68307359105,24.0,10,Pablo Carreno Busta,ESP,🇪🇸,63
105223,15.159380211894716,53190.8077610341,18.0,11,Juan Martin del Potro,ARG,🇦🇷,55
104925,11.77617815014839,41319.92333385401,10.0,12,Novak Djokovic,SRB,🇷🇸,41
105023,23.694853515711213,83139.83689723232,23.0,13,Sam Querrey,USA,🇺🇸,59
104731,16.705566800396813,58616.02386104144,21.0,14,Kevin Anderson,RSA,🇿🇦,53
104542,21.119547072986876,74103.67394030483,19.0,15,Jo-Wilfried Tsonga,FRA,🇫🇷,54
104918,14.7002959645107,51579.98584038842,11.0,16,Andy Murray,GBR,🇬🇧,36
104545,22.273335308110973,78152.0537126701,24.0,17,John Isner,USA,🇺🇸,62
106298,26.513386240400585,93029.42540491432,23.0,18,Lucas Pouille,FRA,🇫🇷,58
104607,25.76164228406394,90391.72731250506,19.0,19,Tomas Berdych,CZE,🇨🇿,54
105138,25.685644329954336,90125.0678244012,24.0,20,Roberto Bautista Agut,ESP,🇪🇸,70
106401,22.75705457145909,79849.31428582137,18.0,21,Nick Kyrgios,AUS,🇦🇺,51
105453,13.921942253298464,48848.920187012154,14.0,22,Kei Nishikori,JPN,🇯🇵,44
105077,30.660338155717984,107580.13387971224,30.0,23,Albert Ramos,ESP,🇪🇸,65
105683,14.288382934967837,50134.67696479941,14.0,24,Milos Raonic,CAN,🇨🇦,43
104180,19.88666428180475,69777.76940984123,20.0,25,Gilles Muller,LUX,🇱🇺,50
106043,23.8505283568784,83686.06441009967,27.0,26,Diego Schwartzman,ARG,🇦🇷,67
104926,21.44296474369654,75238.47278490015,24.0,27,Fabio Fognini,ITA,🇮🇹,59
105173,28.038614513520685,98381.10355621294,27.0,28,Adrian Mannarino,FRA,🇫🇷,60
104259,23.591144821707505,82775.94674283336,21.0,29,Philipp Kohlschreiber,GER,🇩🇪,53
106000,33.68144388308509,118180.50485293016,25.0,30,Damir Dzumhur,BIH,🇧🇦,61
104755,17.06133647507144,59864.33850902258,18.0,31,Richard Gasquet,FRA,🇫🇷,47
104655,20.70802940521059,72659.75229898453,22.0,32,Pablo Cuevas,URU,,41
