player,co2,km,tournaments,rank,name,ioc,flag,matches
103720,20.310013174378575,71263.20412062656,22.0,1,Lleyton Hewitt,AUS,🇦🇺,98
102856,21.942894528204334,76992.61237966437,20.0,2,Gustavo Kuerten,BRA,🇧🇷,78
101736,21.413547140955277,75135.25312615887,18.0,3,Andre Agassi,USA,🇺🇸,61
102338,29.67671276875307,104128.81673246688,28.0,4,Yevgeny Kafelnikov,RUS,🇷🇺,97
103507,28.15333863851888,98783.6443456803,23.0,5,Juan Carlos Ferrero,ESP,🇪🇸,78
103206,24.852066709471803,87200.23406832214,24.0,6,Sebastien Grosjean,FRA,🇫🇷,77
102158,15.690373209685108,55053.94108661442,15.0,7,Patrick Rafter,AUS,🇦🇺,66
103163,19.03045643471018,66773.53134986028,26.0,8,Tommy Haas,GER,🇩🇪,79
102450,17.124675076685445,60086.57921644015,22.0,9,Tim Henman,GBR,🇬🇧,71
101948,19.311607495892645,67760.0263013777,17.0,10,Pete Sampras,USA,🇺🇸,51
103498,27.819017952315455,97610.58930637002,26.0,11,Marat Safin,RUS,🇷🇺,72
101964,16.572995705519467,58150.86212462971,21.0,12,Goran Ivanisevic,CRO,🇭🇷,52
103819,17.17434641338306,60260.86460836162,21.0,13,Roger Federer,SUI,🇨🇭,70
104053,16.366394323228427,57425.94499378394,19.0,14,Andy Roddick,USA,🇺🇸,56
103084,21.00715322603596,73709.30956503845,22.0,15,Guillermo Canas,ARG,🇦🇷,66
102374,15.17585692757445,53248.62079850683,22.0,16,Alex Corretja,ESP,🇪🇸,54
103096,18.042799320953293,63308.06779281856,25.0,17,Arnaud Clement,FRA,🇫🇷,65
102563,25.499511497201297,89471.97016561856,26.0,18,Thomas Johansson,SWE,🇸🇪,71
102845,18.29291427937766,64185.664138167216,24.0,19,Carlos Moya,ESP,🇪🇸,59
102287,22.26065106248767,78107.54758767605,29.0,20,Albert Portas,ESP,🇪🇸,60
102998,22.1874235504962,77850.60894910946,24.0,21,Jan Michael Gambill,USA,🇺🇸,62
102148,25.7399877602164,90315.74652707508,26.0,22,Fabrice Santoro,FRA,🇫🇷,63
102839,15.610525817613398,54773.77479864349,22.0,23,Nicolas Lapentti,ECU,🇪🇨,55
102358,16.11101861083576,56529.889862581615,23.0,24,Thomas Enqvist,SWE,🇸🇪,55
102271,24.036401559849015,84338.25108718954,23.0,25,Hicham Arazi,MAR,🇲🇦,56
102854,33.52048633594244,117615.7415296226,29.0,26,Sjeng Schalken,NED,🇳🇱,66
102765,25.205311327832405,88439.68886958735,24.0,27,Nicolas Escude,FRA,🇫🇷,56
102318,24.2154430776655,84966.46693917717,27.0,28,Andrei Pavel,ROU,🇷🇴,58
102562,16.451271968921166,57723.76129446023,19.0,29,Jiri Novak,CZE,🇨🇿,48
103990,15.536717573712853,54514.79850425565,20.0,30,Tommy Robredo,ESP,🇪🇸,57
102257,23.777040583735307,83428.21257450985,25.0,31,Greg Rusedski,GBR,🇬🇧,63
102539,25.577086443962404,89744.1629612716,26.0,32,Bohdan Ulihrach,CZE,🇨🇿,64
103598,25.109886053894495,88104.86334699819,22.0,33,Xavier Malisse,BEL,🇧🇪,61
103714,28.760538151578466,100914.1689529069,27.0,34,Andreas Vinciguerra,SWE,🇸🇪,56
103018,29.731932605629176,104322.57054606726,27.0,35,Max Mirnyi,BLR,🇧🇾,58
103103,27.045428362828503,94896.23986957372,30.0,36,Dominik Hrbaty,SVK,🇸🇰,61
103344,16.17920064668674,56769.12507609383,22.0,37,Ivan Ljubicic,CRO,🇭🇷,51
101962,20.800603917280498,72984.57514835261,24.0,38,Younes El Aynaoui,MAR,🇲🇦,56
102701,29.528010027192515,103607.0527269913,22.0,39,Marcelo Rios,CHI,🇨🇱,51
102610,11.985398713105798,42054.03057230105,21.0,40,Albert Costa,ESP,🇪🇸,49
103252,16.85610382611169,59144.22395126908,26.0,41,Alberto Martin,ESP,🇪🇸,58
103017,26.535163793434748,93105.83787170086,26.0,42,Nicolas Kiefer,GER,🇩🇪,58
102783,37.54801219027652,131747.41119395275,31.0,43,Rainer Schuettler,GER,🇩🇪,64
103909,13.403116483991656,47028.4788911988,16.0,44,Guillermo Coria,ARG,🇦🇷,41
102456,17.608924897598772,61785.701395083415,22.0,45,Felix Mantilla,ESP,🇪🇸,46
103356,29.81912129585985,104628.49577494686,25.0,46,Michel Kratochvil,SUI,🇨🇭,52
103900,10.913076196288191,38291.49542557261,9.0,47,David Nalbandian,ARG,🇦🇷,26
103292,21.806517314968488,76514.09584199471,23.0,48,Gaston Gaudio,ARG,🇦🇷,51
102796,21.699146408639137,76137.35581978642,18.0,49,Magnus Norman,SWE,🇸🇪,47
102259,25.662165072114313,90042.68446355901,22.0,50,Jerome Golmard,FRA,🇫🇷,48
101532,26.424999899221024,92719.29789200364,27.0,51,Francisco Clavet,ESP,🇪🇸,50
102950,24.54209773045325,86112.62361562539,27.0,52,Fernando Vicente,ESP,🇪🇸,49
102369,29.716462327496128,104268.28886840749,25.0,53,Julien Boutter,FRA,🇫🇷,50
102247,25.00821798470001,87748.13327964916,22.0,54,Andrea Gaudenzi,ITA,🇮🇹,36
102644,24.276504743462283,85180.71839811327,28.0,55,Franco Squillari,ARG,🇦🇷,56
102869,19.749759965661383,69297.40338828554,24.0,56,Galo Blanco,ESP,🇪🇸,43
101774,15.594047827302184,54715.957288779595,12.0,57,Todd Martin,USA,🇺🇸,25
104022,19.92188350548095,69901.34563326652,19.0,58,Mikhail Youzhny,RUS,🇷🇺,40
