player,co2,km,tournaments,rank,name,ioc,flag,matches
104925,19.957116622519667,70024.97060533217,15.0,1,Novak Djokovic,SRB,🇷🇸,73
103819,20.313023066348872,71273.76514508377,16.0,2,Roger Federer,SUI,🇨🇭,87
104745,16.542117158846256,58042.51634682898,14.0,3,Rafael Nadal,ESP,🇪🇸,60
104527,17.518628884858895,61468.87328020664,17.0,4,Stan Wawrinka,SUI,🇨🇭,59
105453,20.648771826395834,72451.83096980993,17.0,5,Kei Nishikori,JPN,🇯🇵,69
104918,22.911760016694533,80392.1404094545,20.0,6,Andy Murray,GBR,🇬🇧,80
104607,25.4682717120139,89362.3568842593,22.0,7,Tomas Berdych,CZE,🇨🇿,78
105683,18.801179784262608,65969.05187460565,20.0,8,Milos Raonic,CAN,🇨🇦,69
105227,22.33063516056452,78353.10582654217,22.0,9,Marin Cilic,CRO,🇭🇷,75
103970,22.330429801521372,78352.38526849604,24.0,10,David Ferrer,ESP,🇪🇸,79
105777,22.629157649507057,79400.55315616512,20.0,11,Grigor Dimitrov,BUL,,69
104542,24.90880518021175,87399.31642179564,18.0,12,Jo-Wilfried Tsonga,FRA,🇫🇷,56
105208,24.430983528318183,85722.74922216908,22.0,13,Ernests Gulbis,LAT,,62
103852,22.34311151181457,78396.882497595,25.0,14,Feliciano Lopez,ESP,🇪🇸,67
105138,25.17393343434364,88329.590997697,22.0,15,Roberto Bautista Agut,ESP,🇪🇸,69
104731,22.583112195226676,79238.9901586901,24.0,16,Kevin Anderson,RSA,🇿🇦,63
103990,23.624944900575912,82894.54351079269,26.0,17,Tommy Robredo,ESP,🇪🇸,69
104792,16.869301644125354,59190.53208465037,15.0,18,Gael Monfils,FRA,🇫🇷,51
104545,22.098346431161072,77538.05765319675,23.0,19,John Isner,USA,🇺🇸,60
104926,22.294911713182344,78227.76039713105,24.0,20,Fabio Fognini,ITA,🇮🇹,66
104468,25.369980199765156,89017.47438514091,24.0,21,Gilles Simon,FRA,🇫🇷,53
105676,10.323277994551498,36222.028051057896,16.0,22,David Goffin,BEL,🇧🇪,40
105238,18.372568848312564,64465.1538537283,21.0,23,Alexandr Dolgopolov,UKR,🇺🇦,49
104259,22.4990107963646,78943.89753110388,25.0,24,Philipp Kohlschreiber,GER,🇩🇪,63
103898,24.12153036721792,84636.94865690498,21.0,25,Julien Benneteau,FRA,🇫🇷,50
104755,24.18303119361537,84852.74103022937,18.0,26,Richard Gasquet,FRA,🇫🇷,51
103333,25.82993445113287,90631.34895134342,27.0,27,Ivo Karlovic,CRO,🇭🇷,64
104919,20.49578633723588,71915.03977977502,21.0,28,Leonardo Mayer,ARG,🇦🇷,48
104871,24.693439640681618,86643.64786204077,26.0,29,Jeremy Chardy,FRA,🇫🇷,60
104655,14.848072615426744,52098.50040500611,14.0,30,Pablo Cuevas,URU,,30
104586,25.690495003977546,90142.08773325456,26.0,31,Lukas Rosol,CZE,🇨🇿,59
105053,24.553443369342094,86152.43287488456,26.0,32,Santiago Giraldo,COL,🇨🇴,58
104269,21.21208163881112,74428.35662740744,20.0,33,Fernando Verdasco,ESP,🇪🇸,46
105373,17.105994686543635,60021.0339878724,17.0,34,Martin Klizan,SVK,🇸🇰,42
105023,15.007586493386238,52658.19822240787,19.0,35,Sam Querrey,USA,🇺🇸,50
104198,20.641317243930025,72425.67454010535,26.0,36,Guillermo Garcia Lopez,ESP,🇪🇸,51
105449,19.732188223455637,69235.74815247594,20.0,37,Steve Johnson,USA,🇺🇸,40
104229,21.80553601573963,76510.65268680574,22.0,38,Yen Hsun Lu,TPE,,47
106233,21.604167172670543,75804.09534270367,22.0,39,Dominic Thiem,AUT,🇦🇹,46
103794,31.504896180643165,110543.49537067776,25.0,40,Benjamin Becker,GER,🇩🇪,53
104665,22.89066390254533,80318.1189562994,22.0,41,Pablo Andujar,ESP,🇪🇸,46
