player,co2,km,tournaments,rank,name,ioc,flag,matches
104925,16.87271669059692,59202.51470384884,15.0,1,Novak Djokovic,SRB,🇷🇸,79
104745,20.761438786093063,72847.15363541426,17.0,2,Rafael Nadal,ESP,🇪🇸,85
103819,19.725457996807112,69212.13332213023,16.0,3,Roger Federer,SUI,🇨🇭,76
104918,24.2009751963945,84915.70244348948,18.0,4,Andy Murray,GBR,🇬🇧,71
103970,22.436557142509574,78724.76190354238,20.0,5,David Ferrer,ESP,🇪🇸,78
104542,26.332947522280243,92396.30709572016,24.0,6,Jo-Wilfried Tsonga,FRA,🇫🇷,81
104607,26.799080421026787,94031.8611264098,23.0,7,Tomas Berdych,CZE,🇨🇿,77
103888,22.008754384277292,77223.69959395542,22.0,8,Mardy Fish,USA,🇺🇸,68
104386,28.442295547770268,99797.52823779048,27.0,9,Janko Tipsarevic,SRB,🇷🇸,81
104597,25.721649388772736,90251.40136411488,26.0,10,Nicolas Almagro,ESP,🇪🇸,70
105223,16.886031654773305,59249.23387639756,19.0,11,Juan Martin del Potro,ARG,🇦🇷,68
104468,28.677152959666593,100621.5893321635,27.0,12,Gilles Simon,FRA,🇫🇷,66
104417,12.967761827125342,45500.91869166787,14.0,13,Robin Soderling,SWE,🇸🇪,47
104053,17.793814245342123,62434.43594856886,16.0,14,Andy Roddick,USA,🇺🇸,50
105238,24.28252666060223,85201.84793193765,30.0,15,Alexandr Dolgopolov,UKR,🇺🇦,67
104792,20.40193559856769,71585.73894234275,18.0,16,Gael Monfils,FRA,🇫🇷,55
104527,22.781883488498195,79936.43329297614,20.0,17,Stan Wawrinka,SUI,🇨🇭,56
104545,18.49522108481156,64895.512578286165,22.0,18,John Isner,USA,🇺🇸,57
104755,21.29765551508063,74728.61584238819,18.0,19,Richard Gasquet,FRA,🇫🇷,55
103852,26.755201352601052,93877.89948281072,25.0,20,Feliciano Lopez,ESP,🇪🇸,62
105227,25.518899226254007,89539.99728510178,24.0,21,Marin Cilic,CRO,🇭🇷,67
104678,31.93928958543719,112067.68275592,25.0,22,Viktor Troicki,SRB,🇷🇸,66
104252,26.089037830734235,91540.48361661138,26.0,23,Florian Mayer,GER,🇩🇪,71
104269,22.087369156670345,77499.5409005977,24.0,24,Fernando Verdasco,ESP,🇪🇸,60
105453,24.899274212880982,87365.87443116136,22.0,25,Kei Nishikori,JPN,🇯🇵,58
104338,24.670157619274217,86561.9565588569,25.0,26,Juan Monaco,ARG,🇦🇷,59
104719,26.23399223769537,92049.09557086094,25.0,27,Marcel Granollers,ESP,🇪🇸,52
103285,22.6511368536938,79477.67317085546,25.0,28,Radek Stepanek,CZE,🇨🇿,55
103428,21.132471605794777,74149.02317822732,25.0,29,Juan Ignacio Chela,ARG,🇦🇷,53
103344,24.13415906937807,84681.25989255462,19.0,30,Ivan Ljubicic,CRO,🇭🇷,44
105683,20.782206436973276,72920.02258587113,19.0,31,Milos Raonic,CAN,🇨🇦,51
104731,25.533543333362935,89591.38011706293,28.0,32,Kevin Anderson,RSA,🇿🇦,69
103781,23.124051528310257,81137.02290635179,21.0,33,Jurgen Melzer,AUT,🇦🇹,45
104166,21.888177364868177,76800.62233287079,21.0,34,Alex Bogomolov Jr,RUS,🇷🇺,48
104022,23.54439473637514,82611.91135570225,23.0,35,Mikhail Youzhny,RUS,🇷🇺,51
104471,26.23422102276503,92049.89832549138,24.0,36,Ivan Dodig,CRO,🇭🇷,51
105064,25.949832950859182,91052.04544161118,24.0,37,Thomaz Bellucci,BRA,🇧🇷,50
104312,25.12543745312195,88159.42966007703,25.0,38,Andreas Seppi,ITA,🇮🇹,49
105385,20.01861964749193,70240.77069295416,17.0,39,Donald Young,USA,🇺🇸,36
104098,21.808821039519763,76522.17908603424,19.0,40,Dmitry Tursunov,RUS,🇷🇺,38
103786,30.790655506323272,108037.38774148512,26.0,41,Nikolay Davydenko,RUS,🇷🇺,51
106071,18.743288391202633,65765.92417965838,14.0,42,Bernard Tomic,AUS,🇦🇺,31
104259,29.383029782632605,103098.35011450038,24.0,43,Philipp Kohlschreiber,GER,🇩🇪,58
104571,30.13816894405724,105747.9612072184,27.0,44,Marcos Baghdatis,CYP,🇨🇾,55
104898,28.450228806901222,99825.36423474114,25.0,45,Robin Haase,NED,🇳🇱,53
104665,28.00455336931884,98261.5907695398,29.0,46,Pablo Andujar,ESP,🇪🇸,53
103566,25.608704144668028,89855.10226199309,21.0,47,Michael Llodra,FRA,🇫🇷,39
104926,31.76491486661464,111455.84163724438,28.0,48,Fabio Fognini,ITA,🇮🇹,53
103598,20.696287245772588,72618.55173955296,24.0,49,Xavier Malisse,BEL,🇧🇪,50
103507,10.7103130042856,37580.04562907229,12.0,50,Juan Carlos Ferrero,ESP,🇪🇸,31
103990,18.97167579182358,66567.28348008274,15.0,51,Tommy Robredo,ESP,🇪🇸,34
103898,17.7360217363084,62231.65521511719,21.0,52,Julien Benneteau,FRA,🇫🇷,42
103656,24.996074743488663,87705.52541574971,25.0,53,Albert Montanes,ESP,🇪🇸,47
104180,12.16072523615439,42669.21135492769,11.0,54,Gilles Muller,LUX,🇱🇺,29
105053,26.886507493241528,94338.6227833036,26.0,55,Santiago Giraldo,COL,🇨🇴,58
103333,23.43788070134175,82238.17789944474,20.0,56,Ivo Karlovic,CRO,🇭🇷,37
103997,20.758726575813306,72837.63710811688,17.0,57,Lukasz Kubot,POL,🇵🇱,34
103808,21.04120904511298,73828.80366706311,26.0,58,Potito Starace,ITA,🇮🇹,50
103484,12.67847940339818,44485.89264350239,16.0,59,James Blake,USA,🇺🇸,35
104122,19.959681616119287,70033.9705828747,23.0,60,Carlos Berlocq,ARG,🇦🇷,38
105208,32.60763128511055,114412.74135126513,23.0,61,Ernests Gulbis,LAT,,40
104660,24.549970544421317,86140.24752428533,26.0,62,Sergiy Stakhovsky,UKR,🇺🇦,52
104332,27.43755646667319,96272.12795323928,23.0,63,Philipp Petzschner,GER,🇩🇪,46
103900,19.331452530787505,67829.65800276319,13.0,64,David Nalbandian,ARG,🇦🇷,35
104198,32.734636852708924,114858.37492178574,29.0,65,Guillermo Garcia Lopez,ESP,🇪🇸,49
105077,17.75646892603413,62303.39974047065,16.0,66,Albert Ramos,ESP,🇪🇸,29
103694,11.181080610326765,39231.86179062021,14.0,67,Olivier Rochus,BEL,🇧🇪,29
104349,17.159972184502923,60210.42871755412,12.0,68,Rui Machado,POR,🇵🇹,18
103835,17.994712957464937,63139.34371040329,19.0,69,Filippo Volandri,ITA,🇮🇹,32
