player,co2,km,tournaments,rank,name,ioc,flag,matches
102856,26.49706055541549,92972.1422997035,23.0,1,Gustavo Kuerten,BRA,🇧🇷,86
103498,31.615141786092693,110930.3220564656,30.0,2,Marat Safin,RUS,🇷🇺,100
101948,11.645173815967508,40860.25900339476,13.0,3,Pete Sampras,USA,🇺🇸,56
102796,34.18547533861691,119949.03627584882,28.0,4,Magnus Norman,SWE,🇸🇪,94
102338,34.024796314688636,119385.25022697766,32.0,5,Yevgeny Kafelnikov,RUS,🇷🇺,102
101736,15.645023955461689,54894.8208963568,16.0,6,Andre Agassi,USA,🇺🇸,55
103720,23.715764795720688,83213.20980954627,20.0,7,Lleyton Hewitt,AUS,🇦🇺,80
102374,23.557781425383652,82658.8821943286,23.0,8,Alex Corretja,ESP,🇪🇸,74
102358,17.930422731651916,62913.76397070847,25.0,9,Thomas Enqvist,SWE,🇸🇪,75
102450,24.467956500744037,85852.47894997905,25.0,10,Tim Henman,GBR,🇬🇧,83
102882,24.658471942617044,86520.95418462121,23.0,11,Mark Philippoussis,AUS,🇦🇺,66
103507,26.251300185249363,92109.82521140129,26.0,12,Juan Carlos Ferrero,ESP,🇪🇸,72
101965,23.725405615122412,83247.03724604356,23.0,13,Wayne Ferreira,RSA,🇿🇦,65
102644,28.916513545334883,101461.45103626278,26.0,14,Franco Squillari,ARG,🇦🇷,58
102158,17.638100904279,61888.07334834735,19.0,15,Patrick Rafter,AUS,🇦🇺,53
101611,20.548965227065416,72101.63237566814,20.0,16,Cedric Pioline,FRA,🇫🇷,52
103103,26.76360876309678,93907.39916876062,28.0,17,Dominik Hrbaty,SVK,🇸🇰,73
103096,26.78241232184733,93973.37656788538,26.0,18,Arnaud Clement,FRA,🇫🇷,63
103206,19.25666301899364,67567.23866313559,28.0,19,Sebastien Grosjean,FRA,🇫🇷,71
103017,24.54882001674507,86136.21058507044,17.0,20,Nicolas Kiefer,GER,🇩🇪,46
103264,18.18730602254175,63815.10885102368,22.0,21,Mariano Puerta,ARG,🇦🇷,61
102854,28.42388044184427,99732.91383103252,27.0,22,Sjeng Schalken,NED,🇳🇱,65
103163,22.31525697280411,78299.14727299688,22.0,23,Tommy Haas,GER,🇩🇪,58
102839,24.352479283993876,85447.29573331184,28.0,24,Nicolas Lapentti,ECU,🇪🇨,73
101962,24.97337143077826,87625.86466939742,26.0,25,Younes El Aynaoui,MAR,🇲🇦,64
102610,24.462254111071218,85832.47056516215,24.0,26,Albert Costa,ESP,🇪🇸,58
102318,22.013183730320176,77239.24115901814,27.0,27,Andrei Pavel,ROU,🇷🇴,64
101820,20.57465769237685,72191.78137676089,26.0,28,Marc Rosset,SUI,🇨🇭,56
103819,26.56964330660904,93226.81861968084,27.0,29,Roger Federer,SUI,🇨🇭,66
102271,26.649390089579384,93506.631893261,25.0,30,Hicham Arazi,MAR,🇲🇦,59
102148,29.671717838025796,104111.29065973964,27.0,31,Fabrice Santoro,FRA,🇫🇷,61
102021,26.507396247083268,93008.40788450273,27.0,32,Michael Chang,USA,🇺🇸,68
102998,22.091334897766092,77513.45578163539,25.0,33,Jan Michael Gambill,USA,🇺🇸,61
103292,26.973212516037183,94642.8509334638,25.0,34,Gaston Gaudio,ARG,🇦🇷,52
101647,27.380133009570297,96070.64213884316,24.0,35,Byron Black,ZIM,🇿🇼,55
101990,10.86330637231612,38116.86446426709,15.0,36,Richard Krajicek,NED,🇳🇱,42
102701,20.385020382091906,71526.38730558561,22.0,37,Marcelo Rios,CHI,🇨🇱,53
102184,19.276473770218033,67636.75007094046,19.0,38,David Prinosil,GER,🇩🇪,42
102563,27.11967661346403,95156.76004724223,26.0,39,Thomas Johansson,SWE,🇸🇪,48
103018,28.366480667018557,99531.51111234582,26.0,40,Max Mirnyi,BLR,🇧🇾,59
102845,12.689812309522896,44525.65722639613,22.0,41,Carlos Moya,ESP,🇪🇸,53
102259,21.975315907933396,77106.37160678382,24.0,42,Jerome Golmard,FRA,🇫🇷,56
101150,27.457175590470968,96340.96698410869,23.0,43,Gianluca Pozzi,ITA,🇮🇹,50
102035,23.458077302437665,82309.04316644795,24.0,44,Jonas Bjorkman,SWE,🇸🇪,55
102783,30.916959674037106,108480.56025977932,26.0,45,Rainer Schuettler,GER,🇩🇪,52
103166,11.056948561980349,38796.31074379069,8.0,46,Vladimir Voltchkov,BLR,🇧🇾,25
102950,34.970685982686746,122704.16134276048,33.0,47,Fernando Vicente,ESP,🇪🇸,56
102765,24.755058854638932,86859.85563031204,23.0,48,Nicolas Escude,FRA,🇫🇷,51
101532,21.35953834803229,74945.748589587,30.0,49,Francisco Clavet,ESP,🇪🇸,59
102776,29.060203481395895,101965.62625051188,28.0,50,Andrew Ilie,AUS,🇦🇺,48
102287,18.494273645558604,64892.18823003018,23.0,51,Albert Portas,ESP,🇪🇸,45
103714,26.322129857000927,92358.35037544186,22.0,52,Andreas Vinciguerra,SWE,🇸🇪,50
102562,31.07569221880385,109037.5165572065,25.0,53,Jiri Novak,CZE,🇨🇿,54
102905,21.506451180894953,75461.23221366649,28.0,54,Stefan Koubek,AUT,🇦🇹,57
101774,13.16016599057206,46176.02101955109,12.0,55,Todd Martin,USA,🇺🇸,27
102231,11.2779668495922,39571.81350734106,11.0,56,Alex Calatrava,ESP,🇪🇸,30
102223,28.281125347753328,99232.01876404676,29.0,57,Karim Alami,MAR,🇲🇦,53
102446,12.560475018527066,44071.84217027041,16.0,58,Andrei Medvedev,UKR,🇺🇦,40
103248,15.70865329771297,55118.08174636129,17.0,59,Harel Levy,ISR,🇮🇱,34
103324,23.036799711181104,80830.87617958282,25.0,60,Arnaud Di Pasquale,FRA,🇫🇷,42
103151,25.719617675626697,90244.27254605858,26.0,61,Mariano Zabaleta,ARG,🇦🇷,48
102860,4.711134466830016,16530.29637484216,5.0,62,Agustin Calleri,ARG,🇦🇷,19
103428,12.172892591585692,42711.90383012525,17.0,63,Juan Ignacio Chela,ARG,🇦🇷,32
101792,21.65035336713865,75966.15216539876,21.0,64,Slava Dosedel,CZE,🇨🇿,41
102106,22.29867204016024,78240.95452687803,21.0,65,Davide Sanguinetti,ITA,🇮🇹,41
101727,16.20661272561674,56865.30780918153,14.0,66,Jason Stoltenberg,AUS,🇦🇺,35
102162,21.72801684668844,76238.6556024156,23.0,67,Chris Woodruff,USA,🇺🇸,43
103694,7.039207796756808,24698.97472546249,5.0,68,Olivier Rochus,BEL,🇧🇪,14
102257,19.987540298754237,70131.72034650609,19.0,69,Greg Rusedski,GBR,🇬🇧,40
102369,15.204307042941664,53348.44576470759,16.0,70,Julien Boutter,FRA,🇫🇷,26
102607,8.03765232378916,28202.28885540057,8.0,71,Juan Balcells,ESP,🇪🇸,19
103082,25.97682252820102,91146.74571298604,21.0,72,Markus Hantschk,GER,🇩🇪,40
102344,24.604033683997983,86329.9427508701,22.0,73,Karol Kucera,SVK,🇸🇰,52
103294,24.19742138809637,84903.23294068899,22.0,74,Christophe Rochus,BEL,🇧🇪,38
101723,7.930777049786447,27827.287893987537,7.0,75,Magnus Larsson,SWE,🇸🇪,19
102539,9.231224975321634,32390.26307130398,17.0,76,Bohdan Ulihrach,CZE,🇨🇿,33
103181,16.701575786021944,58602.020301831384,13.0,77,Jiri Vanek,CZE,🇨🇿,25
103252,21.321431929758013,74812.04185880006,28.0,78,Alberto Martin,ESP,🇪🇸,50
102025,27.45478970635239,96332.59546088558,18.0,79,Mikael Tillstrom,SWE,🇸🇪,41
102834,22.152009969191145,77726.35076909172,23.0,80,Paul Goldstein,USA,🇺🇸,43
101320,13.04255946063147,45763.366528531464,15.0,81,Magnus Gustafsson,SWE,🇸🇪,31
101885,21.857189406732378,76691.8926552013,18.0,82,Wayne Arthurs,AUS,🇦🇺,33
101735,15.27400973974391,53593.016630680395,21.0,83,Richard Fromberg,AUS,🇦🇺,39
101843,8.641871740398472,30322.35698385428,15.0,84,Sergi Bruguera,ESP,🇪🇸,32
102880,13.917223476859728,48832.36307670081,10.0,85,Alexander Popp,GER,🇩🇪,19
103454,19.04687262537734,66831.13201886785,23.0,86,Nicolas Massu,CHI,🇨🇱,52
103909,2.484468154982931,8717.432122747126,4.0,87,Guillermo Coria,ARG,🇦🇷,7
103176,4.482005291471596,15726.334356040688,4.0,88,David Sanchez,ESP,🇪🇸,8
102703,10.225241126297778,35878.03903964133,5.0,89,Hyung Taik Lee,KOR,🇰🇷,16
103344,25.04363595890307,87872.40687334411,21.0,90,Ivan Ljubicic,CRO,🇭🇷,45
102153,0.2912388250041949,1021.8906140498068,2.0,91,German Puentes,ESP,🇪🇸,3
103356,9.067679198591064,31816.418240670395,9.0,92,Michel Kratochvil,SUI,🇨🇭,17
102227,25.48918501110954,89435.73688108612,26.0,93,Sargis Sargsian,ARM,🇦🇲,41
103171,5.6309413704493,19757.68901912035,7.0,94,Raemon Sluiter,NED,🇳🇱,15
103420,9.62017245205068,33754.991059826956,6.0,95,Michal Tabara,CZE,🇨🇿,8
102925,13.016905367117166,45673.35216532339,16.0,96,Justin Gimelstob,USA,🇺🇸,30
103305,4.154441468148501,14576.9876075386,5.0,97,Daniel Elsner,GER,🇩🇪,9
102456,17.274827260453076,60613.42898404589,17.0,98,Felix Mantilla,ESP,🇪🇸,32
101897,,,,100,Fernando Meligeni,BRA,🇧🇷,40
