player,co2,km,tournaments,name,ioc,flag
104918,19.776305518301868,69390.54567825217,17.0,Andy Murray,GBR,🇬🇧
104925,28.08171770270094,98532.34281649457,16.0,Novak Djokovic,SRB,🇷🇸
105683,18.30953645304612,64243.98755454778,19.0,Milos Raonic,CAN,🇨🇦
104527,26.699512172931,93682.49885238949,21.0,Stan Wawrinka,SUI,🇨🇭
105453,23.994839757887284,84192.4202031133,20.0,Kei Nishikori,JPN,🇯🇵
105227,26.771720037322694,93935.85978007964,22.0,Marin Cilic,CRO,🇭🇷
104792,26.45097323134494,92810.43239068404,18.0,Gael Monfils,FRA,🇫🇷
106233,22.540171556766342,79088.32125181174,27.0,Dominic Thiem,AUT,🇦🇹
104745,23.009237993749032,80734.16839911941,16.0,Rafael Nadal,ESP,🇪🇸
104607,28.953714415774996,101591.98040622805,20.0,Tomas Berdych,CZE,🇨🇿
105676,29.196658318672156,102444.41515323566,25.0,David Goffin,BEL,🇧🇪
104542,22.725600156833774,79738.94791871501,16.0,Jo-Wilfried Tsonga,FRA,🇫🇷
106401,22.145220482487133,77702.52800872676,18.0,Nick Kyrgios,AUS,🇦🇺
105138,31.09535145141429,109106.49632075192,25.0,Roberto Bautista Agut,ESP,🇪🇸
106298,25.788977957457636,90487.64195599173,22.0,Lucas Pouille,FRA,🇫🇷
103819,5.7739360671212845,20259.42479691679,7.0,Roger Federer,SUI,🇨🇭
105777,27.156186604445946,95284.86527875772,26.0,Grigor Dimitrov,BUL,
104755,16.956272566025618,59495.69321412497,19.0,Richard Gasquet,FRA,🇫🇷
104545,22.131526805074564,77654.48001780549,20.0,John Isner,USA,🇺🇸
103333,22.590371138858128,79264.46013634432,24.0,Ivo Karlovic,CRO,🇭🇷
103970,27.126475883999007,95180.61713683864,23.0,David Ferrer,ESP,🇪🇸
104655,23.82649805328552,83601.7475553878,25.0,Pablo Cuevas,URU,
106058,26.064974681594872,91456.051514368,19.0,Jack Sock,USA,🇺🇸
100644,23.035055641259625,80824.75663599871,23.0,Alexander Zverev,GER,🇩🇪
104468,26.768252130662223,93923.69168653412,26.0,Gilles Simon,FRA,🇫🇷
106071,21.104502176805862,74050.88483089778,23.0,Bernard Tomic,AUS,🇦🇺
105077,32.89760950009867,115430.208772276,32.0,Albert Ramos,ESP,🇪🇸
103852,32.24380193216112,113136.14713038984,25.0,Feliciano Lopez,ESP,🇪🇸
104678,31.2242041392086,109558.61101476706,29.0,Viktor Troicki,SRB,🇷🇸
105807,27.97631646217355,98162.51390236338,28.0,Pablo Carreno Busta,ESP,🇪🇸
105023,20.27628279853856,71144.85192469673,24.0,Sam Querrey,USA,🇺🇸
104259,27.702952860543338,97203.34337032752,24.0,Philipp Kohlschreiber,GER,🇩🇪
105449,27.233876056187363,95557.45984627148,29.0,Steve Johnson,USA,🇺🇸
104180,30.704576542804173,107735.356290541,24.0,Gilles Muller,LUX,🇱🇺
105373,26.962637847375746,94605.74683289732,17.0,Martin Klizan,SVK,🇸🇰
104571,24.426188981879008,85705.92625220708,23.0,Marcos Baghdatis,CYP,🇨🇾
104719,29.00149280700574,101759.62388423068,25.0,Marcel Granollers,ESP,🇪🇸
105223,16.2772737214567,57113.241127918256,13.0,Juan Martin del Potro,ARG,🇦🇷
103917,17.34540996690919,60861.08760319015,21.0,Nicolas Mahut,FRA,🇫🇷
103893,29.231321381537743,102566.0399352202,26.0,Paolo Lorenzi,ITA,🇮🇹
105643,26.91511030041514,94438.98351022856,24.0,Federico Delbonis,ARG,🇦🇷
104269,26.724182612164363,93769.06179706792,27.0,Fernando Verdasco,ESP,🇪🇸
105311,33.423876647166935,117276.76016549798,33.0,Joao Sousa,POR,🇵🇹
104597,25.03496940272159,87841.99790428628,23.0,Nicolas Almagro,ESP,🇪🇸
106378,26.16783093756694,91816.95065812964,19.0,Kyle Edmund,GBR,🇬🇧
105723,28.778262554492848,100976.3598403258,21.0,Andrey Kuznetsov,RUS,🇷🇺
105332,37.47802316079811,131501.8356519232,32.0,Benoit Paire,FRA,🇫🇷
106432,26.723843812094827,93767.87302489414,21.0,Borna Coric,CRO,🇭🇷
104926,24.198436992213495,84906.79646390703,23.0,Fabio Fognini,ITA,🇮🇹
104252,8.834043554964934,30996.644052508535,12.0,Florian Mayer,GER,🇩🇪
104999,16.289920511214188,57157.61582882171,14.0,Mischa Zverev,GER,🇩🇪
106043,20.11146020652247,70566.52704042972,18.0,Diego Schwartzman,ARG,🇦🇷
111575,11.55942338563886,40559.380300487224,10.0,Karen Khachanov,RUS,🇷🇺
103565,18.05554092359236,63352.77517049952,18.0,Stephane Robert,FRA,🇫🇷
106210,23.835989727595106,83635.05167577227,21.0,Jiri Vesely,CZE,🇨🇿
