player,co2,km,tournaments,name,ioc,flag
104745,25.418998910739532,89189.46986224396,18.0,Rafael Nadal,ESP,🇪🇸
103819,25.1883554606441,88380.19459875124,19.0,Roger Federer,SUI,🇨🇭
104925,34.26130419027997,120215.102422035,19.0,Novak Djokovic,SRB,🇷🇸
104918,29.512131966583713,103551.34023362708,21.0,Andy Murray,GBR,🇬🇧
103786,31.256343897397077,109671.38209613008,22.0,Nikolay Davydenko,RUS,🇷🇺
104542,26.140662892940732,91721.62418575694,15.0,Jo-Wilfried Tsonga,FRA,🇫🇷
104468,30.44767258068857,106833.938879609,28.0,Gilles Simon,FRA,🇫🇷
104053,29.33958283300599,102945.904677214,19.0,Andy Roddick,USA,🇺🇸
105223,20.95119322210142,73512.95867404007,18.0,Juan Martin del Potro,ARG,🇦🇷
103484,23.026794925999383,80795.7716701733,22.0,James Blake,USA,🇺🇸
103900,18.90015220920121,66316.32354105689,17.0,David Nalbandian,ARG,🇦🇷
103970,31.554801794251897,110718.60278684874,24.0,David Ferrer,ESP,🇪🇸
104527,25.02525659433193,87807.91787484886,20.0,Stan Wawrinka,SUI,🇨🇭
104792,26.028458770547253,91327.92551069212,17.0,Gael Monfils,FRA,🇫🇷
103602,25.727282518832578,90271.1667327459,18.0,Fernando Gonzalez,CHI,🇨🇱
104269,29.79911068406163,104558.2831019706,28.0,Fernando Verdasco,ESP,🇪🇸
104417,25.438110064927727,89256.52654360604,22.0,Robin Soderling,SWE,🇸🇪
104597,21.286875530250175,74690.79133421114,19.0,Nicolas Almagro,ESP,🇪🇸
104214,32.91232495447446,115481.8419455244,28.0,Igor Andreev,RUS,🇷🇺
104607,33.02644563098883,115882.26537189064,21.0,Tomas Berdych,CZE,🇨🇿
103990,28.90495427011207,101420.89217583185,23.0,Tommy Robredo,ESP,🇪🇸
104098,28.368585887941265,99538.89785242548,24.0,Dmitry Tursunov,RUS,🇷🇺
105227,27.88500884364871,97842.13629350426,24.0,Marin Cilic,CRO,🇭🇷
103888,20.028609663621648,70275.82338112859,23.0,Mardy Fish,USA,🇺🇸
104755,25.68491175057669,90122.49737044451,21.0,Richard Gasquet,FRA,🇫🇷
103333,18.63780064869242,65395.791749797965,25.0,Ivo Karlovic,CRO,🇭🇷
103285,23.80585731759069,83529.32392137084,22.0,Radek Stepanek,CZE,🇨🇿
104259,21.140861413179216,74178.46109887444,20.0,Philipp Kohlschreiber,GER,🇩🇪
103498,22.772164314931977,79902.33092958588,23.0,Marat Safin,RUS,🇷🇺
103852,22.625712297518323,79388.46420181869,25.0,Feliciano Lopez,ESP,🇪🇸
103908,28.744262239180564,100857.06048835284,25.0,Paul Henri Mathieu,FRA,🇫🇷
104022,25.92328376374941,90958.89039912072,21.0,Mikhail Youzhny,RUS,🇷🇺
102783,29.360914611014596,103020.75302110388,22.0,Rainer Schuettler,GER,🇩🇪
103781,24.7699169044563,86911.98913844312,23.0,Jurgen Melzer,AUT,🇦🇹
104312,25.445464581182645,89282.33186379875,27.0,Andreas Seppi,ITA,🇮🇹
104339,12.2900578198088,43123.00989406596,17.0,Mario Ancic,CRO,🇭🇷
103813,34.72728788471315,121850.13292881809,26.0,Jarkko Nieminen,FIN,🇫🇮
103017,17.74593794932056,62266.4489449844,17.0,Nicolas Kiefer,GER,🇩🇪
105023,29.19614476273128,102442.61320256587,24.0,Sam Querrey,USA,🇺🇸
103566,25.16724344941497,88306.11736636831,21.0,Michael Llodra,FRA,🇫🇷
104620,31.986525454580473,112233.4226476508,28.0,Simone Bolelli,ITA,🇮🇹
102845,21.12362282980792,74117.9748414313,22.0,Carlos Moya,ESP,🇪🇸
103898,25.43291526189181,89238.29916453265,19.0,Julien Benneteau,FRA,🇫🇷
103344,13.734794441304462,48192.26119755952,18.0,Ivan Ljubicic,CRO,🇭🇷
103656,20.41088467968556,71617.13922696687,23.0,Albert Montanes,ESP,🇪🇸
104338,19.89303439715115,69800.12069175842,21.0,Juan Monaco,ARG,🇦🇷
103857,11.867213675510484,41639.346229861345,15.0,Igor Kunitsyn,RUS,🇷🇺
104076,19.698736286678805,69118.3729357151,23.0,Jose Acasuso,ARG,🇦🇷
104386,26.66725418052335,93569.31291411702,21.0,Janko Tipsarevic,SRB,🇷🇸
103812,20.46807595957359,71817.81038446871,22.0,Victor Hanescu,ROU,🇷🇴
104068,18.636673607812774,65391.83722039568,20.0,Robby Ginepri,USA,🇺🇸
102148,22.92047935309068,80422.73457224801,17.0,Fabrice Santoro,FRA,🇫🇷
105208,25.275332772697993,88685.37814981751,20.0,Ernests Gulbis,LAT,
102967,19.5655988603481,68651.22407139683,23.0,Marc Gicquel,FRA,🇫🇷
103507,19.68301039379746,69063.19436420161,15.0,Juan Carlos Ferrero,ESP,🇪🇸
104719,15.949132013208295,55961.86671301158,21.0,Marcel Granollers,ESP,🇪🇸
104678,22.07657239894202,77461.65754014744,18.0,Viktor Troicki,SRB,🇷🇸
104724,10.03852508257174,35222.895026567516,15.0,Eduardo Schwank,ARG,🇦🇷
103722,20.72860425275192,72731.94474649797,23.0,Florent Serra,FRA,🇫🇷
102860,20.06234162362516,70394.18113552684,21.0,Agustin Calleri,ARG,🇦🇷
104327,17.09566276061839,59984.78161620487,20.0,Steve Darcis,BEL,🇧🇪
104198,25.537865293086085,89606.54488802134,21.0,Guillermo Garcia Lopez,ESP,🇪🇸
105453,16.263429591394363,57064.66523296268,12.0,Kei Nishikori,JPN,🇯🇵
104229,22.43952593597326,78735.17872271322,14.0,Yen Hsun Lu,TPE,
104559,11.773587924694002,41310.83482348772,12.0,Teymuraz Gabashvili,RUS,🇷🇺
104332,11.839603611121753,41542.46881095353,10.0,Philipp Petzschner,GER,🇩🇪
103720,13.295040301512795,46649.264215834366,10.0,Lleyton Hewitt,AUS,🇦🇺
103169,19.51935490791901,68488.96458918949,20.0,Oscar Hernandez,ESP,🇪🇸
103294,1.964766990861872,6893.919266182007,6.0,Christophe Rochus,BEL,🇧🇪
104035,21.21384128157471,74434.53081254284,19.0,Bobby Reynolds,USA,🇺🇸
