player,co2,km,tournaments,name,ioc,flag
104053,24.314307193546508,85313.35857384739,23.0,Andy Roddick,USA,🇺🇸
103819,23.814034062813924,83558.01425548745,22.0,Roger Federer,SUI,🇨🇭
103507,26.273917837285687,92189.18539398488,20.0,Juan Carlos Ferrero,ESP,🇪🇸
101736,13.20990355290309,46350.538782116106,13.0,Andre Agassi,USA,🇺🇸
103909,19.40817977545617,68098.87640510936,21.0,Guillermo Coria,ARG,🇦🇷
102783,29.798645382437897,104556.65046469438,28.0,Rainer Schuettler,GER,🇩🇪
102845,25.390911277925102,89090.91676464948,23.0,Carlos Moya,ESP,🇪🇸
103900,18.96884688831335,66557.35750285385,20.0,David Nalbandian,ARG,🇦🇷
102882,20.37755868110495,71500.20589861386,18.0,Mark Philippoussis,AUS,🇦🇺
103206,24.487305111985116,85920.36881398286,21.0,Sebastien Grosjean,FRA,🇫🇷
103387,24.832104468643553,87130.19111804756,28.0,Paradorn Srichaphan,THA,🇹🇭
103454,16.066359736771577,56373.19205884764,23.0,Nicolas Massu,CHI,🇨🇱
102562,26.01909905758843,91295.084412591,27.0,Jiri Novak,CZE,🇨🇿
101962,21.078719917422564,73960.42076288618,25.0,Younes El Aynaoui,MAR,🇲🇦
102450,16.412960159454805,57589.33389282388,18.0,Tim Henman,GBR,🇬🇧
102856,21.151945641345097,74217.35312752666,21.0,Gustavo Kuerten,BRA,🇧🇷
103720,12.19422395046788,42786.75070339606,13.0,Lleyton Hewitt,AUS,🇦🇺
102854,26.293464187454532,92257.76907878784,25.0,Sjeng Schalken,NED,🇳🇱
103280,21.46460238272638,75314.39432535571,24.0,Martin Verkerk,NED,🇳🇱
103888,20.771908909882654,72883.89091186895,24.0,Mardy Fish,USA,🇺🇸
103990,21.545828537766543,75599.39837812823,26.0,Tommy Robredo,ESP,🇪🇸
102456,17.55700567571247,61603.52868671044,22.0,Felix Mantilla,ESP,🇪🇸
