player,co2,km,tournaments,name,ioc,flag
104745,23.74173060898174,83304.31792625172,17.0,Rafael Nadal,ESP,🇪🇸
103819,20.974409926138033,73594.4207934668,18.0,Roger Federer,SUI,🇨🇭
104925,23.47893339269729,82382.22243051679,19.0,Novak Djokovic,SRB,🇷🇸
104918,22.835774785830125,80125.52556431622,19.0,Andy Murray,GBR,🇬🇧
104417,26.920075810107505,94456.4063512544,23.0,Robin Soderling,SWE,🇸🇪
104607,21.895611047217027,76826.70542883169,24.0,Tomas Berdych,CZE,🇨🇿
103970,25.451308763383977,89302.83776625957,23.0,David Ferrer,ESP,🇪🇸
104053,18.033345496444905,63274.89647875405,18.0,Andy Roddick,USA,🇺🇸
104269,24.203063138264863,84923.02855531534,23.0,Fernando Verdasco,ESP,🇪🇸
104022,28.705322785036213,100720.43082468848,21.0,Mikhail Youzhny,RUS,🇷🇺
103781,29.526797073663573,103602.79674969676,26.0,Jurgen Melzer,AUT,🇦🇹
104792,22.393561558506484,78573.90020528586,20.0,Gael Monfils,FRA,🇫🇷
104542,20.372656720701887,71483.00603755048,15.0,Jo-Wilfried Tsonga,FRA,🇫🇷
105227,27.4782132680197,96414.78339656036,23.0,Marin Cilic,CRO,🇭🇷
104597,22.01946636075029,77261.2854763168,26.0,Nicolas Almagro,ESP,🇪🇸
103888,15.625326067249896,54825.70549912245,17.0,Mardy Fish,USA,🇺🇸
103344,24.09380291002606,84539.65933342479,20.0,Ivan Ljubicic,CRO,🇭🇷
105023,23.897285918139115,83850.1260285583,26.0,Sam Querrey,USA,🇺🇸
104545,20.98344073431856,73626.10783971427,22.0,John Isner,USA,🇺🇸
104571,29.510698358873835,103546.31003113628,28.0,Marcos Baghdatis,CYP,🇨🇾
104527,21.076847713041214,73953.85162470602,18.0,Stan Wawrinka,SUI,🇨🇭
103786,29.12519462653957,102193.6653562792,20.0,Nikolay Davydenko,RUS,🇷🇺
103566,24.871480974440914,87268.35429628391,23.0,Michael Llodra,FRA,🇫🇷
105208,28.217284834128808,99008.01696185552,21.0,Ernests Gulbis,LAT,
103656,27.69375090156876,97171.05579497808,26.0,Albert Montanes,ESP,🇪🇸
104338,22.71013012792903,79684.66711554045,19.0,Juan Monaco,ARG,🇦🇷
103900,12.020736948296486,42178.02437998767,11.0,David Nalbandian,ARG,🇦🇷
104678,31.928852247684848,112031.06051819243,27.0,Viktor Troicki,SRB,🇷🇸
103507,15.525815710508448,54476.54635266123,17.0,Juan Carlos Ferrero,ESP,🇪🇸
104755,23.301717535060728,81760.41240372186,25.0,Richard Gasquet,FRA,🇫🇷
105064,24.176653700724493,84830.36386219121,25.0,Thomaz Bellucci,BRA,🇧🇷
103852,26.892308798749205,94358.97824122528,24.0,Feliciano Lopez,ESP,🇪🇸
104198,31.91784234687253,111992.42928727204,24.0,Guillermo Garcia Lopez,ESP,🇪🇸
104259,21.60660024395098,75812.63243491571,25.0,Philipp Kohlschreiber,GER,🇩🇪
104229,27.264669540400227,95665.50715929906,20.0,Yen Hsun Lu,TPE,
104979,21.010345423188323,73720.51025680115,22.0,Andrey Golubev,KAZ,🇰🇿
104252,21.8852457621998,76790.3360077186,19.0,Florian Mayer,GER,🇩🇪
103428,21.768770600980815,76381.6512315116,26.0,Juan Ignacio Chela,ARG,🇦🇷
103813,26.10305766481982,91589.67601691166,27.0,Jarkko Nieminen,FIN,🇫🇮
